date,race_no,race_name,distance_m,deadline,teiban,toban,name,age,branch,weight,kyubetsu,zenkoku_shoritsu,zenkoku_2ritsu,touchi_shoritsu,touchi_2ritsu,no_touchi_data,motor_no,motor_2ritsu,boat_no,boat_2ritsu,konsetsu,in_confidence,upset_risk,verdict,bet_shape
2026-08-18,6,一般戦,1800,17:30,1,4934,佐々木翔,30,大阪,56,A2,5.16,29.55,5.48,38.33,0,82,38.20,17,47.89,314 165 53,中,高,標準,"3連単フォーメーション 1-{3,4}-{3,4,5}（4点） ＋ 3連複 1=3=4 1点（対抗の1着を押さえ）"
2026-08-18,6,一般戦,1800,17:30,2,4489,岩川仁士,39,大阪,54,B1,5.15,33.33,4.38,21.79,0,19,39.53,35,31.25,66243 5 4,中,高,標準,"3連単フォーメーション 1-{3,4}-{3,4,5}（4点） ＋ 3連複 1=3=4 1点（対抗の1着を押さえ）"
2026-08-18,6,一般戦,1800,17:30,3,4168,石野貴之,44,大阪,53,A1,6.80,46.94,6.70,47.47,0,39,37.93,24,38.67,4 161 2126,中,高,標準,"3連単フォーメーション 1-{3,4}-{3,4,5}（4点） ＋ 3連複 1=3=4 1点（対抗の1着を押さえ）"
2026-08-18,6,一般戦,1800,17:30,4,4659,木下翔太,35,大阪,53,A1,7.62,54.55,6.74,47.22,0,52,33.75,16,30.23,2 52134534,中,高,標準,"3連単フォーメーション 1-{3,4}-{3,4,5}（4点） ＋ 3連複 1=3=4 1点（対抗の1着を押さえ）"
2026-08-18,6,一般戦,1800,17:30,5,4834,浜本裕己,38,大阪,51,A2,5.45,36.36,5.17,32.14,0,74,33.73,33,42.67,643 321 2,中,高,標準,"3連単フォーメーション 1-{3,4}-{3,4,5}（4点） ＋ 3連複 1=3=4 1点（対抗の1着を押さえ）"
2026-08-18,6,一般戦,1800,17:30,6,5467,野村羽玖,19,大阪,49,B2,2.47,0.00,1.38,0.00,0,53,35.44,63,32.08,4 66S 665,中,高,標準,"3連単フォーメーション 1-{3,4}-{3,4,5}（4点） ＋ 3連複 1=3=4 1点（対抗の1着を押さえ）"
2026-08-18,7,一般戦,1800,17:55,1,5289,佃來紀,25,大阪,52,A2,5.89,41.12,4.17,18.02,0,35,35.00,89,31.94,5 222 2434,中,高,標準,"3連単フォーメーション 1-{2,3}-{2,3,5}（4点） ＋ 3連複 1=2=3 1点（対抗の1着を押さえ）"
2026-08-18,7,一般戦,1800,17:55,2,4788,小池哲也,37,大阪,54,A2,5.32,31.82,7.05,56.76,0,27,43.02,65,36.14,3 265 433,中,高,標準,"3連単フォーメーション 1-{2,3}-{2,3,5}（4点） ＋ 3連複 1=2=3 1点（対抗の1着を押さえ）"
2026-08-18,7,一般戦,1800,17:55,3,4514,上條嘉嗣,36,大阪,53,A1,6.66,54.89,6.97,54.55,0,72,30.34,12,40.54,2 415 351,中,高,標準,"3連単フォーメーション 1-{2,3}-{2,3,5}（4点） ＋ 3連複 1=2=3 1点（対抗の1着を押さえ）"
2026-08-18,7,一般戦,1800,17:55,4,5302,秋末秦悟,23,大阪,52,B1,3.96,22.54,2.48,9.57,0,73,39.02,15,29.63,5 34S 544,中,高,標準,"3連単フォーメーション 1-{2,3}-{2,3,5}（4点） ＋ 3連複 1=2=3 1点（対抗の1着を押さえ）"
2026-08-18,7,一般戦,1800,17:55,5,4427,秦英悟,40,大阪,52,A1,7.11,54.62,6.15,39.34,0,66,32.14,26,35.00,1 112 3213,中,高,標準,"3連単フォーメーション 1-{2,3}-{2,3,5}（4点） ＋ 3連複 1=2=3 1点（対抗の1着を押さえ）"
2026-08-18,7,一般戦,1800,17:55,6,5463,出口飛龍,19,大阪,54,B2,1.07,0.00,1.14,0.00,0,17,43.04,80,36.11,6 466 6 6,中,高,標準,"3連単フォーメーション 1-{2,3}-{2,3,5}（4点） ＋ 3連複 1=2=3 1点（対抗の1着を押さえ）"
2026-08-18,8,一般戦,1800,18:23,1,4967,中村魁生,28,大阪,51,A1,6.64,46.72,6.19,42.86,0,57,46.34,73,37.50,3 356 2344,高,低,勝負,"3連単フォーメーション 1-{5,6}-{2,4,5,6}（6点）"
2026-08-18,8,一般戦,1800,18:23,2,5004,河野主樹,30,大阪,52,A2,5.90,39.50,5.22,32.38,0,37,30.95,57,34.15,4 255 554,高,低,勝負,"3連単フォーメーション 1-{5,6}-{2,4,5,6}（6点）"
2026-08-18,8,一般戦,1800,18:23,3,4905,土井祥伍,31,大阪,54,B1,4.63,23.08,4.10,20.00,0,11,43.37,85,32.47,565 351 2,高,低,勝負,"3連単フォーメーション 1-{5,6}-{2,4,5,6}（6点）"
2026-08-18,8,一般戦,1800,18:23,4,3882,新田智彰,53,大阪,55,B1,4.27,17.05,4.64,29.55,0,60,42.70,67,41.33,665 533 3,高,低,勝負,"3連単フォーメーション 1-{5,6}-{2,4,5,6}（6点）"
2026-08-18,8,一般戦,1800,18:23,5,4319,三宅潤,41,大阪,53,A2,5.52,33.33,5.64,36.99,0,29,44.58,55,39.29,555 334 2,高,低,勝負,"3連単フォーメーション 1-{5,6}-{2,4,5,6}（6点）"
2026-08-18,8,一般戦,1800,18:23,6,4826,井上一輝,32,大阪,52,A1,6.98,52.68,6.68,44.03,0,69,36.14,76,33.33,314 552 1S,高,低,勝負,"3連単フォーメーション 1-{5,6}-{2,4,5,6}（6点）"
2026-08-18,9,住之江選抜,1800,18:54,1,4311,岡村仁,42,大阪,58,A1,6.62,50.98,6.71,48.95,0,23,28.57,20,33.33,452 245 42,高,低,勝負,"3連単フォーメーション 1-{5,6}-{3,4,5,6}（6点）"
2026-08-18,9,住之江選抜,1800,18:54,2,5325,澁川夏,23,大阪,51,B1,6.01,42.70,3.54,12.60,0,34,29.41,51,38.20,251 5 262,高,低,勝負,"3連単フォーメーション 1-{5,6}-{3,4,5,6}（6点）"
2026-08-18,9,住之江選抜,1800,18:54,3,5046,松山裕基,32,大阪,55,B1,3.85,16.00,4.41,22.00,0,33,35.37,75,38.36,453 464 6,高,低,勝負,"3連単フォーメーション 1-{5,6}-{3,4,5,6}（6点）"
2026-08-18,9,住之江選抜,1800,18:54,4,4639,雑賀勇貴,35,大阪,54,B1,4.29,22.58,4.62,28.57,0,18,27.27,37,34.25,544 446 2,高,低,勝負,"3連単フォーメーション 1-{5,6}-{3,4,5,6}（6点）"
2026-08-18,9,住之江選抜,1800,18:54,5,4389,伊藤喜智,40,大阪,52,A2,5.55,31.87,5.27,33.33,0,85,37.18,81,42.65,423 463 5,高,低,勝負,"3連単フォーメーション 1-{5,6}-{3,4,5,6}（6点）"
2026-08-18,9,住之江選抜,1800,18:54,6,4907,小池修平,31,大阪,53,A1,7.39,57.02,6.67,50.38,0,54,37.65,68,29.76,5 34415341,高,低,勝負,"3連単フォーメーション 1-{5,6}-{3,4,5,6}（6点）"
2026-08-18,10,特別選抜戦,1800,19:25,1,3963,原田秀弥,47,大阪,52,A2,5.81,36.61,6.17,46.67,0,24,46.43,77,32.00,163 412 13,高,高,標準,"3連単フォーメーション 1-{3,5}-{2,3,5}（4点） ＋ 3連複 1=3=5 1点（対抗の1着を押さえ）"
2026-08-18,10,特別選抜戦,1800,19:25,2,4436,渋谷明憲,40,大阪,52,A1,6.32,47.78,6.23,44.63,0,70,39.51,71,33.78,222 146 53,高,高,標準,"3連単フォーメーション 1-{3,5}-{2,3,5}（4点） ＋ 3連複 1=3=5 1点（対抗の1着を押さえ）"
2026-08-18,10,特別選抜戦,1800,19:25,3,4659,木下翔太,35,大阪,53,A1,7.62,54.55,6.74,47.22,0,52,33.75,16,30.23,2 52134534,高,高,標準,"3連単フォーメーション 1-{3,5}-{2,3,5}（4点） ＋ 3連複 1=3=5 1点（対抗の1着を押さえ）"
2026-08-18,10,特別選抜戦,1800,19:25,4,5036,福田翔吾,28,大阪,53,B1,5.13,31.43,5.05,35.11,0,79,36.78,13,35.62,6 23231 15,高,高,標準,"3連単フォーメーション 1-{3,5}-{2,3,5}（4点） ＋ 3連複 1=3=5 1点（対抗の1着を押さえ）"
2026-08-18,10,特別選抜戦,1800,19:25,5,4168,石野貴之,44,大阪,53,A1,6.80,46.94,6.70,47.47,0,39,37.93,24,38.67,4 161 2126,高,高,標準,"3連単フォーメーション 1-{3,5}-{2,3,5}（4点） ＋ 3連複 1=3=5 1点（対抗の1着を押さえ）"
2026-08-18,10,特別選抜戦,1800,19:25,6,5376,吉田一心,22,大阪,51,B1,5.35,37.23,4.50,25.71,0,38,48.05,60,30.12,1 15S 1216,高,高,標準,"3連単フォーメーション 1-{3,5}-{2,3,5}（4点） ＋ 3連複 1=3=5 1点（対抗の1着を押さえ）"
2026-08-18,11,特別選抜戦,1800,19:58,1,4427,秦英悟,40,大阪,52,A1,7.11,54.62,6.15,39.34,0,66,32.14,26,35.00,1 112 3213,高,低,勝負,"3連単フォーメーション 1-{2,6}-{2,4,5,6}（6点）"
2026-08-18,11,特別選抜戦,1800,19:58,2,5267,石本裕武,26,大阪,51,A1,6.53,50.00,6.42,47.06,0,58,36.05,72,32.14,116 121164,高,低,勝負,"3連単フォーメーション 1-{2,6}-{2,4,5,6}（6点）"
2026-08-18,11,特別選抜戦,1800,19:58,3,5289,佃來紀,25,大阪,52,A2,5.89,41.12,4.17,18.02,0,35,35.00,89,31.94,5 222 2434,高,低,勝負,"3連単フォーメーション 1-{2,6}-{2,4,5,6}（6点）"
2026-08-18,11,特別選抜戦,1800,19:58,4,4572,渡部悟,38,大阪,55,B1,5.59,36.28,4.77,28.21,0,32,32.56,50,35.63,2 223 5355,高,低,勝負,"3連単フォーメーション 1-{2,6}-{2,4,5,6}（6点）"
2026-08-18,11,特別選抜戦,1800,19:58,5,4422,永井亮次,37,大阪,52,B1,4.54,25.64,4.97,26.92,0,84,33.33,53,32.47,341 4 5135,高,低,勝負,"3連単フォーメーション 1-{2,6}-{2,4,5,6}（6点）"
2026-08-18,11,特別選抜戦,1800,19:58,6,4377,濱本優一,42,大阪,49,A1,5.41,38.24,5.38,34.91,0,56,33.75,58,32.35,3 352 3156,高,低,勝負,"3連単フォーメーション 1-{2,6}-{2,4,5,6}（6点）"
2026-08-18,12,優勝戦,1800,20:30,1,4760,山崎郡,36,大阪,52,A1,7.44,50.77,7.01,47.56,0,16,33.71,59,43.84,122 111 31,高,高,標準,"3連単フォーメーション 1-{3,5}-{3,4,5}（4点） ＋ 3連複 1=3=5 1点（対抗の1着を押さえ）"
2026-08-18,12,優勝戦,1800,20:30,2,4959,井上忠政,30,大阪,53,A1,7.43,54.87,6.77,50.57,0,28,28.26,11,31.76,3 11114 41,高,高,標準,"3連単フォーメーション 1-{3,5}-{3,4,5}（4点） ＋ 3連複 1=3=5 1点（対抗の1着を押さえ）"
2026-08-18,12,優勝戦,1800,20:30,3,4719,上條暢嵩,32,大阪,50,A1,7.41,44.95,7.58,56.99,0,30,20.69,79,33.82,1 41231211,高,高,標準,"3連単フォーメーション 1-{3,5}-{3,4,5}（4点） ＋ 3連複 1=3=5 1点（対抗の1着を押さえ）"
2026-08-18,12,優勝戦,1800,20:30,4,4397,西村拓也,39,大阪,53,A1,7.40,60.00,6.99,47.16,0,80,48.19,69,39.19,123 1 2422,高,高,標準,"3連単フォーメーション 1-{3,5}-{3,4,5}（4点） ＋ 3連複 1=3=5 1点（対抗の1着を押さえ）"
2026-08-18,12,優勝戦,1800,20:30,5,3415,松井繁,56,大阪,52,A1,7.17,44.63,7.38,52.87,0,51,43.37,36,32.35,231 251 22,高,高,標準,"3連単フォーメーション 1-{3,5}-{3,4,5}（4点） ＋ 3連複 1=3=5 1点（対抗の1着を押さえ）"
2026-08-18,12,優勝戦,1800,20:30,6,4832,権藤俊光,39,大阪,51,A1,6.61,45.38,6.91,54.62,0,22,34.94,28,34.18,6 132 2212,高,高,標準,"3連単フォーメーション 1-{3,5}-{3,4,5}（4点） ＋ 3連複 1=3=5 1点（対抗の1着を押さえ）"
